1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	26	7	7	7	7	7	7	7	7	7	7
1	1	1	1	1	1	1	1	1	6	22	23	22	19	18	19	18	19	18	19
1	1	1	1	1	1	1	1	1	6	0	13	0	13	0	13	0	13	0	13
1	1	1	1	1	1	1	1	1	6	18	19	18	19	18	19	18	19	18	19
1	1	1	1	1	1	1	1	1	6	0	13	0	13	0	13	0	13	0	13
1	1	1	1	1	1	1	1	1	6	18	19	18	19	18	19	18	19	18	19
1	1	1	1	1	1	1	26	7	8	0	13	0	13	0	13	0	13	0	13
1	1	26	7	7	7	7	8	18	19	18	19	18	19	18	4	2	2	2	2
1	1	6	21	20	21	0	13	0	13	0	13	0	13	0	5	1	1	1	1
1	1	6	19	18	19	18	19	18	19	18	19	18	19	18	5	1	1	1	1
1	1	6	13	0	13	0	13	0	13	0	13	15	12	16	5	1	1	1	1
7	7	8	19	18	19	18	19	18	19	18	19	18	19	18	5	1	1	1	1
0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	5	1	1	1	1
18	19	18	19	18	19	18	19	18	19	11	19	18	19	18	5	1	1	1	1
0	13	0	13	0	13	0	4	2	2	3	13	0	13	0	5	1	1	1	1
2	2	2	3	18	19	18	5	1	1	6	19	18	19	18	5	1	1	1	1
1	1	1	6	0	13	0	5	1	1	6	10	14	10	14	5	1	1	1	1
1	1	1	6	17	11	17	5	1	1	24	2	2	2	2	25	1	1	1	1
1	1	1	24	2	2	2	25	1	1	1	1	1	1	1	1	1	1	1	1
