1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	26	7	7	7	7	7	7	7	7	7	7
1	1	1	1	1	1	1	1	1	6	18	19	18	19	18	19	18	19	18	19
1	1	1	1	1	1	1	1	1	6	0	13	0	13	0	13	0	13	0	13
1	1	1	1	1	1	1	1	1	6	18	19	18	19	18	19	18	19	18	19
1	1	1	1	1	1	1	1	1	6	0	13	0	13	0	4	2	2	2	2
1	1	1	1	1	1	1	1	1	6	18	19	18	19	18	5	1	1	1	1
1	1	1	1	1	1	1	1	1	6	15	16	0	13	0	5	1	1	1	1
1	1	26	7	7	7	7	7	7	8	18	19	18	19	18	5	1	1	1	1
1	1	6	21	20	21	0	13	0	13	0	13	0	13	15	5	1	1	1	1
1	1	6	19	18	19	18	19	18	19	18	19	18	19	18	9	7	7	7	27
1	1	6	13	0	13	0	13	0	15	12	16	0	13	0	13	0	13	0	5
26	7	8	19	18	19	18	19	18	19	18	19	18	19	18	19	18	19	18	5
29	13	0	13	0	13	0	13	0	13	0	13	0	13	15	12	16	13	0	5
29	19	18	19	18	19	18	19	18	19	18	19	18	19	18	19	18	19	18	5
29	13	0	13	0	13	0	13	4	2	2	3	0	13	0	13	0	13	0	5
24	2	2	2	3	19	18	19	5	1	1	6	18	19	18	19	18	19	18	5
1	1	1	1	6	13	0	13	5	1	1	6	14	10	14	10	14	10	14	5
1	1	1	1	6	11	17	11	5	1	1	24	2	2	2	2	2	2	2	25
1	1	1	1	24	2	2	2	25	1	1	1	1	1	1	1	1	1	1	1
