1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7	7	7	7	7	7	7	7	27	1	1	1	1	1	1	1	1	1	1	1
18	19	18	19	18	19	18	19	5	1	1	1	1	1	1	1	1	1	1	1
0	13	0	13	0	13	0	13	5	1	1	1	1	1	1	1	1	1	1	1
18	19	18	19	18	19	18	19	5	1	1	1	1	1	1	1	1	1	1	1
0	13	0	13	0	13	0	13	9	7	7	7	7	7	7	7	7	7	27	1
18	19	18	19	18	19	17	19	18	19	18	19	18	19	18	23	22	23	5	1
0	13	0	13	0	13	4	3	0	13	0	13	0	13	0	13	0	13	5	1
18	19	18	19	18	19	9	8	18	19	18	19	18	19	18	19	18	19	5	1
0	13	0	13	0	13	0	21	0	13	0	13	0	13	0	13	0	13	5	1
12	16	18	19	18	19	18	19	18	19	18	19	18	19	18	19	18	19	5	1
0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	5	1
18	19	18	19	18	19	18	19	18	19	18	15	12	16	18	19	18	19	5	1
0	13	0	10	0	13	0	13	0	13	0	13	0	13	0	13	0	13	5	1
18	19	18	4	2	2	2	2	3	19	18	19	18	19	18	19	18	19	5	1
0	13	0	5	1	1	1	1	6	13	0	13	0	13	0	13	0	13	5	1
18	19	18	5	1	1	1	1	6	19	18	19	18	19	18	19	18	19	5	1
14	10	14	5	1	1	1	1	6	13	0	13	0	13	0	13	0	13	5	1
2	2	2	25	1	1	1	1	6	11	17	11	17	11	18	19	18	19	5	1
1	1	1	1	1	1	1	1	24	2	2	2	2	3	0	13	0	13	5	1
