1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7	7	7	27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18	19	18	9	7	7	7	7	7	7	7	7	7	7	7	7	27	1	1	1
0	13	0	13	0	13	0	13	20	21	0	13	0	13	0	13	5	1	1	1
18	19	18	19	18	19	18	19	18	19	18	19	18	19	18	19	5	1	1	1
0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	5	1	1	1
18	19	18	19	18	19	18	19	18	19	18	19	18	19	18	19	5	1	1	1
0	13	0	13	14	10	0	13	0	13	0	13	0	13	0	13	9	7	7	7
2	2	2	2	2	2	2	2	3	0	18	19	18	19	18	19	18	19	18	19
1	1	1	1	1	26	7	7	8	0	0	13	0	13	0	13	0	13	0	13
1	1	1	1	1	6	18	19	18	19	18	19	15	12	16	19	18	19	18	19
1	1	1	1	1	6	0	13	0	13	0	13	0	13	0	13	0	13	0	13
1	1	1	1	1	6	18	15	12	16	18	19	18	19	18	19	18	19	18	19
1	1	1	1	1	6	0	13	0	13	0	13	0	13	0	13	0	13	0	13
1	1	1	1	1	6	18	19	18	19	18	4	2	2	3	19	18	19	18	19
1	1	1	1	1	6	0	13	0	13	0	5	1	1	6	10	14	10	4	2
1	1	1	1	1	6	18	19	18	19	18	5	1	1	24	2	2	2	25	1
1	1	1	1	1	6	14	10	14	10	14	5	1	1	1	1	1	1	1	1
1	1	1	1	1	24	2	2	2	2	2	25	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
